"sales_person","country","product","sale_date","amount","boxes_shipped","amount_numeric","sale_date_actual"
"Karlen McCaffrey","USA","Milk Bars","27/01/2024","$5,231.54",8,"5231.54","2024-01-27"
"Karlen McCaffrey","India","Orange Choco","27/06/2024","$3,745.21",161,"3745.21","2024-06-27"
"Ches Bonnell","India","Smooth Sliky Salty","03/08/2024","$8,503.93",19,"8503.93","2024-08-03"
"Wilone O'Kielt","New Zealand","Mint Chip Choco","19/08/2024","$12,524.30",251,"12524.30","2024-08-19"
"Wilone O'Kielt","Australia","Fruit & Nut Bars","15/06/2024","$472.27",101,"472.27","2024-06-15"
"Dennison Crosswaite","UK","Peanut Butter Cubes","07/02/2024","$9,771.87",158,"9771.87","2024-02-07"
"Karlen McCaffrey","Australia","Almond Choco","08/07/2024","$8,130.06",140,"8130.06","2024-07-08"
"Dennison Crosswaite","India","Milk Bars","21/04/2024","$1,624.06",96,"1624.06","2024-04-21"
"Ches Bonnell","UK","Mint Chip Choco","08/04/2024","$2,984.40",214,"2984.40","2024-04-08"
"Husein Augar","Australia","50% Dark Bites","19/08/2024","$15,593.50",56,"15593.50","2024-08-19"
"Jan Morforth","India","Fruit & Nut Bars","04/05/2024","$3,387.76",60,"3387.76","2024-05-04"
"Mallorie Waber","USA","85% Dark Bars","11/05/2024","$2,847.18",115,"2847.18","2024-05-11"
"Mallorie Waber","USA","Eclairs","22/03/2024","$7,511.77",49,"7511.77","2024-03-22"
"Dennison Crosswaite","Canada","Spicy Special Slims","10/08/2024","$2,711.58",216,"2711.58","2024-08-10"
"Dennison Crosswaite","USA","Fruit & Nut Bars","04/05/2024","$1,673.44",314,"1673.44","2024-05-04"
"Kelci Walkden","USA","99% Dark & Pure","18/08/2024","$8,853.16",261,"8853.16","2024-08-18"
"Dotty Strutley","Canada","Raspberry Choco","03/08/2024","$4,722.39",258,"4722.39","2024-08-03"
"Marney O'Breen","New Zealand","Milk Bars","14/01/2024","$8,408.12",318,"8408.12","2024-01-14"
"Madelene Upcott","Australia","Choco Coated Almonds","08/04/2024","$2,442.36",78,"2442.36","2024-04-08"
"Kelci Walkden","UK","Orange Choco","01/08/2024","$4,010.08",3,"4010.08","2024-08-01"
"Dennison Crosswaite","Canada","Eclairs","15/03/2024","$492.21",45,"492.21","2024-03-15"
"Karlen McCaffrey","India","Mint Chip Choco","15/07/2024","$11,650.88",192,"11650.88","2024-07-15"
"Barr Faughny","New Zealand","Almond Choco","13/01/2024","$6,426.04",132,"6426.04","2024-01-13"
"Mallorie Waber","Australia","85% Dark Bars","26/08/2024","$2,665.28",54,"2665.28","2024-08-26"
"Ches Bonnell","Canada","Eclairs","10/01/2024","$2,048.58",170,"2048.58","2024-01-10"
"Gigi Bohling","Australia","White Choc","11/05/2024","$6,267.19",83,"6267.19","2024-05-11"
"Beverie Moffet","New Zealand","85% Dark Bars","30/08/2024","$12,886.26",21,"12886.26","2024-08-30"
"Kaine Padly","USA","Caramel Stuffed Bars","21/07/2024","$6,143.64",117,"6143.64","2024-07-21"
"Mallorie Waber","Australia","Almond Choco","01/08/2024","$8,273.83",130,"8273.83","2024-08-01"
"Brien Boise","Canada","85% Dark Bars","17/02/2024","$12,163.59",264,"12163.59","2024-02-17"
"Brien Boise","Australia","Drinking Coco","27/07/2024","$7,192.41",159,"7192.41","2024-07-27"
"Dotty Strutley","USA","Orange Choco","23/02/2024","$1,452.94",112,"1452.94","2024-02-23"
"Rafaelita Blaksland","Australia","50% Dark Bites","22/03/2024","$3,375.83",41,"3375.83","2024-03-22"
"Dennison Crosswaite","India","99% Dark & Pure","23/06/2024","$8,328.80",327,"8328.80","2024-06-23"
"Curtice Advani","UK","White Choc","01/02/2024","$1,634.54",70,"1634.54","2024-02-01"
"Kelci Walkden","Australia","After Nines","02/03/2024","$8,265.41",298,"8265.41","2024-03-02"
"Gigi Bohling","UK","Fruit & Nut Bars","06/04/2024","$1,448.10",92,"1448.10","2024-04-06"
"Gunar Cockshoot","Australia","Raspberry Choco","17/03/2024","$709.53",77,"709.53","2024-03-17"
"Curtice Advani","UK","Fruit & Nut Bars","24/06/2024","$12,197.19",135,"12197.19","2024-06-24"
"Barr Faughny","Canada","50% Dark Bites","19/07/2024","$10,917.59",302,"10917.59","2024-07-19"
"Curtice Advani","USA","Spicy Special Slims","11/07/2024","$1,679.89",287,"1679.89","2024-07-11"
"Brien Boise","India","Almond Choco","13/01/2024","$2,303.17",225,"2303.17","2024-01-13"
"Oby Sorrel","New Zealand","Smooth Sliky Salty","07/07/2024","$9,261.26",65,"9261.26","2024-07-07"
"Jan Morforth","India","85% Dark Bars","25/05/2024","$5,252.80",415,"5252.80","2024-05-25"
"Marney O'Breen","India","Fruit & Nut Bars","13/04/2024","$5,385.55",161,"5385.55","2024-04-13"
"Andria Kimpton","New Zealand","50% Dark Bites","02/03/2024","$3,741.19",222,"3741.19","2024-03-02"
"Gunar Cockshoot","Canada","Raspberry Choco","23/06/2024","$2,223.49",127,"2223.49","2024-06-23"
"Kelci Walkden","USA","Drinking Coco","26/07/2024","$7,720.37",156,"7720.37","2024-07-26"
"Van Tuxwell","Canada","White Choc","22/03/2024","$468.09",3,"468.09","2024-03-22"
"Rafaelita Blaksland","USA","Baker's Choco Chips","09/06/2024","$3,083.39",55,"3083.39","2024-06-09"
"Van Tuxwell","Australia","Caramel Stuffed Bars","17/05/2024","$6,898.94",58,"6898.94","2024-05-17"
"Ches Bonnell","New Zealand","Peanut Butter Cubes","04/03/2024","$1,036.05",291,"1036.05","2024-03-04"
"Kelci Walkden","Canada","Milk Bars","07/07/2024","$17,518.04",28,"17518.04","2024-07-07"
"Dennison Crosswaite","Canada","Choco Coated Almonds","13/01/2024","$11,691.86",128,"11691.86","2024-01-13"
"Curtice Advani","Australia","Almond Choco","13/07/2024","$3,136.53",74,"3136.53","2024-07-13"
"Madelene Upcott","Australia","85% Dark Bars","16/06/2024","$1,677.71",325,"1677.71","2024-06-16"
"Gigi Bohling","UK","50% Dark Bites","18/07/2024","$8,937.37",66,"8937.37","2024-07-18"
"Ches Bonnell","UK","Manuka Honey Choco","30/05/2024","$4,761.38",406,"4761.38","2024-05-30"
"Gigi Bohling","UK","70% Dark Bites","21/06/2024","$942.02",84,"942.02","2024-06-21"
"Jehu Rudeforth","Australia","Peanut Butter Cubes","24/06/2024","$6,623.03",39,"6623.03","2024-06-24"
"Marney O'Breen","India","Eclairs","13/01/2024","$4,067.36",94,"4067.36","2024-01-13"
"Curtice Advani","Canada","Fruit & Nut Bars","04/04/2024","$4,712.55",211,"4712.55","2024-04-04"
"Kaine Padly","UK","Smooth Sliky Salty","08/06/2024","$9,571.30",594,"9571.30","2024-06-08"
"Karlen McCaffrey","Canada","Spicy Special Slims","02/08/2024","$6,779.99",46,"6779.99","2024-08-02"
"Kelci Walkden","USA","Organic Choco Syrup","21/07/2024","$10,772.46",150,"10772.46","2024-07-21"
"Curtice Advani","India","Spicy Special Slims","20/06/2024","$189.34",140,"189.34","2024-06-20"
"Roddy Speechley","India","After Nines","22/06/2024","$3,015.47",115,"3015.47","2024-06-22"
"Camilla Castle","Australia","Caramel Stuffed Bars","02/05/2024","$3,538.27",16,"3538.27","2024-05-02"
"Curtice Advani","Australia","99% Dark & Pure","07/01/2024","$5,196.97",87,"5196.97","2024-01-07"
"Mallorie Waber","UK","50% Dark Bites","21/02/2024","$6,654.14",102,"6654.14","2024-02-21"
"Ches Bonnell","Canada","Baker's Choco Chips","21/03/2024","$8,639.19",402,"8639.19","2024-03-21"
"Van Tuxwell","UK","Drinking Coco","04/04/2024","$6,397.05",136,"6397.05","2024-04-04"
"Gunar Cockshoot","Canada","Fruit & Nut Bars","24/03/2024","$14,596.37",196,"14596.37","2024-03-24"
"Gunar Cockshoot","New Zealand","Spicy Special Slims","28/06/2024","$7,712.91",192,"7712.91","2024-06-28"
"Gunar Cockshoot","Australia","Drinking Coco","14/01/2024","$2,456.77",188,"2456.77","2024-01-14"
"Karlen McCaffrey","New Zealand","Fruit & Nut Bars","07/02/2024","$1,435.27",138,"1435.27","2024-02-07"
"Dennison Crosswaite","New Zealand","Drinking Coco","11/01/2024","$4,324.48",202,"4324.48","2024-01-11"
"Jehu Rudeforth","India","99% Dark & Pure","25/02/2024","$2,207.76",247,"2207.76","2024-02-25"
"Dotty Strutley","Australia","Mint Chip Choco","01/08/2024","$7,571.51",26,"7571.51","2024-08-01"
"Roddy Speechley","Australia","Mint Chip Choco","05/05/2024","$7,189.76",262,"7189.76","2024-05-05"
"Madelene Upcott","New Zealand","Raspberry Choco","18/05/2024","$10,858.21",451,"10858.21","2024-05-18"
"Dotty Strutley","New Zealand","Choco Coated Almonds","04/01/2024","$6,524.65",369,"6524.65","2024-01-04"
"Roddy Speechley","New Zealand","50% Dark Bites","09/05/2024","$4,624.45",212,"4624.45","2024-05-09"
"Rafaelita Blaksland","India","Smooth Sliky Salty","06/05/2024","$1,961.82",80,"1961.82","2024-05-06"
"Husein Augar","UK","White Choc","13/01/2024","$12,782.63",158,"12782.63","2024-01-13"
"Roddy Speechley","Australia","Almond Choco","24/06/2024","$4,928.30",71,"4928.30","2024-06-24"
"Van Tuxwell","USA","Caramel Stuffed Bars","14/02/2024","$1,115.84",22,"1115.84","2024-02-14"
"Camilla Castle","Australia","99% Dark & Pure","18/01/2024","$5,346.62",109,"5346.62","2024-01-18"
"Kaine Padly","India","Milk Bars","02/05/2024","$3,168.11",93,"3168.11","2024-05-02"
"Ches Bonnell","Australia","Smooth Sliky Salty","16/05/2024","$9,007.92",52,"9007.92","2024-05-16"
"Mallorie Waber","USA","Almond Choco","28/01/2024","$7,400.07",383,"7400.07","2024-01-28"
"Kaine Padly","Canada","99% Dark & Pure","24/06/2024","$1,420.22",422,"1420.22","2024-06-24"
"Oby Sorrel","UK","After Nines","18/07/2024","$2,555.95",109,"2555.95","2024-07-18"
"Gunar Cockshoot","UK","Eclairs","13/04/2024","$4,059.65",175,"4059.65","2024-04-13"
"Dotty Strutley","USA","Caramel Stuffed Bars","15/04/2024","$18,581.37",83,"18581.37","2024-04-15"
"Jan Morforth","India","Peanut Butter Cubes","04/01/2024","$8,813.58",182,"8813.58","2024-01-04"
"Husein Augar","Australia","Eclairs","04/07/2024","$7,914.74",31,"7914.74","2024-07-04"
"Beverie Moffet","USA","Smooth Sliky Salty","24/03/2024","$2,787.72",342,"2787.72","2024-03-24"
"Camilla Castle","Australia","Manuka Honey Choco","17/03/2024","$681.71",170,"681.71","2024-03-17"
"Oby Sorrel","Australia","Almond Choco","15/02/2024","$6,827.53",241,"6827.53","2024-02-15"
"Jan Morforth","USA","Orange Choco","29/06/2024","$1,082.00",158,"1082.00","2024-06-29"
"Gigi Bohling","USA","Fruit & Nut Bars","24/05/2024","$2,966.98",121,"2966.98","2024-05-24"
"Mallorie Waber","UK","Milk Bars","10/01/2024","$3,951.74",287,"3951.74","2024-01-10"
"Curtice Advani","USA","Raspberry Choco","15/03/2024","$3,151.23",144,"3151.23","2024-03-15"
"Marney O'Breen","Canada","Milk Bars","08/02/2024","$2,672.67",317,"2672.67","2024-02-08"
"Brien Boise","India","Caramel Stuffed Bars","25/02/2024","$1,742.37",106,"1742.37","2024-02-25"
"Gunar Cockshoot","USA","Eclairs","03/05/2024","$7,301.31",42,"7301.31","2024-05-03"
"Roddy Speechley","USA","Fruit & Nut Bars","14/06/2024","$6,322.14",26,"6322.14","2024-06-14"
"Gunar Cockshoot","India","50% Dark Bites","09/08/2024","$13,731.44",82,"13731.44","2024-08-09"
"Wilone O'Kielt","New Zealand","Manuka Honey Choco","11/07/2024","$4,051.88",253,"4051.88","2024-07-11"
"Kaine Padly","UK","Manuka Honey Choco","14/01/2024","$8,474.69",115,"8474.69","2024-01-14"
"Van Tuxwell","Canada","Manuka Honey Choco","24/02/2024","$9,426.56",49,"9426.56","2024-02-24"
"Wilone O'Kielt","New Zealand","Almond Choco","15/03/2024","$9,770.28",154,"9770.28","2024-03-15"
"Oby Sorrel","New Zealand","Baker's Choco Chips","25/04/2024","$14,234.61",45,"14234.61","2024-04-25"
"Dennison Crosswaite","Australia","Organic Choco Syrup","10/05/2024","$6,885.01",40,"6885.01","2024-05-10"
"Marney O'Breen","Australia","Spicy Special Slims","23/06/2024","$14,687.62",293,"14687.62","2024-06-23"
"Beverie Moffet","Canada","Smooth Sliky Salty","28/02/2024","$16,585.43",388,"16585.43","2024-02-28"
"Brien Boise","USA","Organic Choco Syrup","25/05/2024","$17,415.67",148,"17415.67","2024-05-25"
"Roddy Speechley","New Zealand","Baker's Choco Chips","22/02/2024","$5,954.47",236,"5954.47","2024-02-22"
"Van Tuxwell","UK","85% Dark Bars","11/07/2024","$4,179.91",140,"4179.91","2024-07-11"
"Marney O'Breen","Canada","Spicy Special Slims","03/01/2024","$3,939.95",365,"3939.95","2024-01-03"
"Rafaelita Blaksland","New Zealand","70% Dark Bites","24/08/2024","$791.19",280,"791.19","2024-08-24"
"Beverie Moffet","USA","50% Dark Bites","28/07/2024","$2,941.65",360,"2941.65","2024-07-28"
"Brien Boise","USA","Mint Chip Choco","25/05/2024","$12,476.68",162,"12476.68","2024-05-25"
"Karlen McCaffrey","New Zealand","Eclairs","06/05/2024","$2,817.14",191,"2817.14","2024-05-06"
"Barr Faughny","India","Drinking Coco","28/01/2024","$2,411.52",144,"2411.52","2024-01-28"
"Marney O'Breen","UK","Orange Choco","06/06/2024","$13,072.74",11,"13072.74","2024-06-06"
"Brien Boise","New Zealand","Baker's Choco Chips","12/07/2024","$6,790.41",26,"6790.41","2024-07-12"
"Ches Bonnell","Canada","Spicy Special Slims","05/08/2024","$6,092.47",201,"6092.47","2024-08-05"
"Brien Boise","USA","Orange Choco","28/01/2024","$7,185.50",152,"7185.50","2024-01-28"
"Kaine Padly","India","Spicy Special Slims","31/08/2024","$6,170.80",138,"6170.80","2024-08-31"
"Mallorie Waber","USA","50% Dark Bites","19/04/2024","$1,945.05",14,"1945.05","2024-04-19"
"Mallorie Waber","UK","Mint Chip Choco","29/06/2024","$6,767.42",2,"6767.42","2024-06-29"
"Beverie Moffet","India","Choco Coated Almonds","24/02/2024","$3,911.69",254,"3911.69","2024-02-24"
"Madelene Upcott","UK","Smooth Sliky Salty","04/03/2024","$16,733.76",88,"16733.76","2024-03-04"
"Gigi Bohling","India","Eclairs","21/06/2024","$3,916.92",74,"3916.92","2024-06-21"
"Rafaelita Blaksland","Australia","Organic Choco Syrup","26/01/2024","$1,082.69",106,"1082.69","2024-01-26"
"Oby Sorrel","New Zealand","White Choc","10/06/2024","$4,822.33",42,"4822.33","2024-06-10"
"Andria Kimpton","UK","Drinking Coco","23/05/2024","$1,827.45",66,"1827.45","2024-05-23"
"Kelci Walkden","India","Milk Bars","15/04/2024","$1,142.41",111,"1142.41","2024-04-15"
"Karlen McCaffrey","New Zealand","Caramel Stuffed Bars","31/01/2024","$6,290.89",232,"6290.89","2024-01-31"
"Andria Kimpton","New Zealand","Organic Choco Syrup","04/03/2024","$5,616.01",43,"5616.01","2024-03-04"
"Barr Faughny","New Zealand","After Nines","19/04/2024","$11,250.69",91,"11250.69","2024-04-19"
"Beverie Moffet","UK","Almond Choco","16/05/2024","$2,799.42",104,"2799.42","2024-05-16"
"Oby Sorrel","Australia","Raspberry Choco","17/02/2024","$1,157.88",114,"1157.88","2024-02-17"
"Dennison Crosswaite","USA","Raspberry Choco","18/01/2024","$7,049.32",273,"7049.32","2024-01-18"
"Roddy Speechley","Canada","Orange Choco","09/02/2024","$9,460.50",84,"9460.50","2024-02-09"
"Mallorie Waber","Canada","Orange Choco","23/03/2024","$4,173.73",175,"4173.73","2024-03-23"
"Madelene Upcott","New Zealand","Caramel Stuffed Bars","01/02/2024","$4,005.08",150,"4005.08","2024-02-01"
"Mallorie Waber","India","Drinking Coco","07/03/2024","$4,650.58",143,"4650.58","2024-03-07"
"Ches Bonnell","UK","White Choc","03/01/2024","$3,814.56",220,"3814.56","2024-01-03"
"Ches Bonnell","USA","White Choc","11/02/2024","$6,321.35",325,"6321.35","2024-02-11"
"Dennison Crosswaite","New Zealand","Orange Choco","16/03/2024","$5,245.53",144,"5245.53","2024-03-16"
"Dotty Strutley","India","White Choc","15/08/2024","$12,998.67",317,"12998.67","2024-08-15"
"Gigi Bohling","India","Manuka Honey Choco","12/05/2024","$5,932.12",79,"5932.12","2024-05-12"
"Van Tuxwell","India","Spicy Special Slims","11/04/2024","$6,811.55",4,"6811.55","2024-04-11"
"Jan Morforth","New Zealand","Mint Chip Choco","30/06/2024","$21,381.14",311,"21381.14","2024-06-30"
"Dotty Strutley","New Zealand","White Choc","15/06/2024","$8,423.36",63,"8423.36","2024-06-15"
"Rafaelita Blaksland","Canada","Caramel Stuffed Bars","01/08/2024","$7,951.43",109,"7951.43","2024-08-01"
"Kaine Padly","USA","Milk Bars","15/06/2024","$18,389.10",62,"18389.10","2024-06-15"
"Brien Boise","India","After Nines","16/06/2024","$6,555.46",45,"6555.46","2024-06-16"
"Oby Sorrel","New Zealand","Raspberry Choco","13/05/2024","$5,129.71",270,"5129.71","2024-05-13"
"Dennison Crosswaite","USA","Drinking Coco","10/05/2024","$2,399.02",149,"2399.02","2024-05-10"
"Oby Sorrel","India","Eclairs","25/08/2024","$6,096.53",344,"6096.53","2024-08-25"
"Ches Bonnell","New Zealand","Organic Choco Syrup","15/07/2024","$8,134.67",83,"8134.67","2024-07-15"
"Gigi Bohling","UK","Baker's Choco Chips","16/05/2024","$9,969.65",449,"9969.65","2024-05-16"
"Jan Morforth","Australia","50% Dark Bites","14/06/2024","$3,894.16",173,"3894.16","2024-06-14"
"Beverie Moffet","Australia","Smooth Sliky Salty","25/01/2024","$11,533.35",491,"11533.35","2024-01-25"
"Ches Bonnell","USA","Organic Choco Syrup","28/07/2024","$8,754.31",14,"8754.31","2024-07-28"
"Brien Boise","Canada","Mint Chip Choco","28/01/2024","$5,475.65",194,"5475.65","2024-01-28"
"Kaine Padly","UK","Orange Choco","29/06/2024","$2,252.94",196,"2252.94","2024-06-29"
"Karlen McCaffrey","Australia","70% Dark Bites","24/06/2024","$278.78",332,"278.78","2024-06-24"
"Gunar Cockshoot","Canada","Mint Chip Choco","01/07/2024","$8,936.91",442,"8936.91","2024-07-01"
"Roddy Speechley","USA","Peanut Butter Cubes","25/02/2024","$2,010.22",144,"2010.22","2024-02-25"
"Curtice Advani","Canada","Smooth Sliky Salty","01/08/2024","$2,901.91",12,"2901.91","2024-08-01"
"Oby Sorrel","Australia","Milk Bars","21/06/2024","$9,231.31",278,"9231.31","2024-06-21"
"Camilla Castle","New Zealand","Spicy Special Slims","25/01/2024","$12,744.67",26,"12744.67","2024-01-25"
"Gigi Bohling","UK","Milk Bars","17/05/2024","$1,436.97",248,"1436.97","2024-05-17"
"Andria Kimpton","Australia","85% Dark Bars","23/08/2024","$4,900.32",254,"4900.32","2024-08-23"
"Camilla Castle","Australia","Smooth Sliky Salty","03/03/2024","$8,263.11",129,"8263.11","2024-03-03"
"Roddy Speechley","India","Caramel Stuffed Bars","30/05/2024","$10,139.68",552,"10139.68","2024-05-30"
"Karlen McCaffrey","USA","Drinking Coco","29/06/2024","$132.68",243,"132.68","2024-06-29"
"Andria Kimpton","Canada","Organic Choco Syrup","04/01/2024","$9,479.63",217,"9479.63","2024-01-04"
"Jehu Rudeforth","Australia","Drinking Coco","14/01/2024","$3,114.84",65,"3114.84","2024-01-14"
"Karlen McCaffrey","USA","Mint Chip Choco","15/02/2024","$17,866.48",58,"17866.48","2024-02-15"
"Curtice Advani","New Zealand","Spicy Special Slims","10/01/2024","$4,651.03",494,"4651.03","2024-01-10"
"Madelene Upcott","USA","White Choc","04/05/2024","$14,360.42",218,"14360.42","2024-05-04"
"Andria Kimpton","USA","Spicy Special Slims","23/05/2024","$2,595.52",5,"2595.52","2024-05-23"
"Barr Faughny","New Zealand","Fruit & Nut Bars","26/04/2024","$1,853.03",153,"1853.03","2024-04-26"
"Oby Sorrel","Canada","Organic Choco Syrup","05/07/2024","$1,392.99",70,"1392.99","2024-07-05"
"Madelene Upcott","UK","Organic Choco Syrup","21/07/2024","$7,943.17",174,"7943.17","2024-07-21"
"Dotty Strutley","USA","Mint Chip Choco","21/02/2024","$5,552.79",272,"5552.79","2024-02-21"
"Kelci Walkden","USA","Orange Choco","03/02/2024","$1,539.14",143,"1539.14","2024-02-03"
"Gigi Bohling","Australia","Caramel Stuffed Bars","08/07/2024","$9,117.77",154,"9117.77","2024-07-08"
"Mallorie Waber","India","50% Dark Bites","31/05/2024","$631.02",140,"631.02","2024-05-31"
"Van Tuxwell","New Zealand","Mint Chip Choco","27/06/2024","$4,486.37",104,"4486.37","2024-06-27"
"Van Tuxwell","India","50% Dark Bites","13/05/2024","$5,591.29",132,"5591.29","2024-05-13"
"Van Tuxwell","USA","Manuka Honey Choco","31/05/2024","$2,662.54",102,"2662.54","2024-05-31"
"Wilone O'Kielt","USA","Orange Choco","28/02/2024","$7,481.93",38,"7481.93","2024-02-28"
"Barr Faughny","New Zealand","Eclairs","28/03/2024","$7,418.41",31,"7418.41","2024-03-28"
"Gigi Bohling","USA","After Nines","14/01/2024","$1,969.06",235,"1969.06","2024-01-14"
"Barr Faughny","New Zealand","Mint Chip Choco","21/02/2024","$7,197.75",159,"7197.75","2024-02-21"
"Dennison Crosswaite","Canada","85% Dark Bars","01/08/2024","$11,719.06",87,"11719.06","2024-08-01"
"Beverie Moffet","New Zealand","Smooth Sliky Salty","19/05/2024","$2,755.14",63,"2755.14","2024-05-19"
"Husein Augar","USA","White Choc","13/07/2024","$2,438.56",61,"2438.56","2024-07-13"
"Andria Kimpton","Australia","Peanut Butter Cubes","20/04/2024","$7,661.86",144,"7661.86","2024-04-20"
"Dennison Crosswaite","India","85% Dark Bars","30/06/2024","$4,886.15",23,"4886.15","2024-06-30"
"Curtice Advani","UK","50% Dark Bites","08/03/2024","$3,572.26",156,"3572.26","2024-03-08"
"Gunar Cockshoot","USA","Fruit & Nut Bars","09/03/2024","$6,937.75",94,"6937.75","2024-03-09"
"Oby Sorrel","Canada","Raspberry Choco","16/06/2024","$1,941.25",221,"1941.25","2024-06-16"
"Gigi Bohling","UK","Drinking Coco","30/06/2024","$6,173.15",46,"6173.15","2024-06-30"
"Kelci Walkden","India","Mint Chip Choco","28/07/2024","$3,105.45",116,"3105.45","2024-07-28"
"Karlen McCaffrey","Canada","Peanut Butter Cubes","12/08/2024","$3,691.60",154,"3691.60","2024-08-12"
"Barr Faughny","UK","Mint Chip Choco","07/07/2024","$3,950.65",324,"3950.65","2024-07-07"
"Barr Faughny","USA","85% Dark Bars","25/08/2024","$13,497.17",49,"13497.17","2024-08-25"
"Husein Augar","Canada","Eclairs","17/01/2024","$4,389.23",241,"4389.23","2024-01-17"
"Jan Morforth","Australia","70% Dark Bites","04/03/2024","$6,310.98",366,"6310.98","2024-03-04"
"Marney O'Breen","New Zealand","Fruit & Nut Bars","25/08/2024","$9,693.37",4,"9693.37","2024-08-25"
"Ches Bonnell","UK","Peanut Butter Cubes","15/04/2024","$2,348.20",266,"2348.20","2024-04-15"
"Kaine Padly","USA","Organic Choco Syrup","11/03/2024","$2,518.50",24,"2518.50","2024-03-11"
"Camilla Castle","USA","Raspberry Choco","20/05/2024","$3,516.72",17,"3516.72","2024-05-20"
"Brien Boise","New Zealand","Manuka Honey Choco","14/06/2024","$16,807.37",44,"16807.37","2024-06-14"
"Jehu Rudeforth","New Zealand","After Nines","14/04/2024","$1,736.59",70,"1736.59","2024-04-14"
"Jehu Rudeforth","USA","Smooth Sliky Salty","07/07/2024","$7,900.11",168,"7900.11","2024-07-07"
"Madelene Upcott","India","Mint Chip Choco","24/08/2024","$4,016.89",71,"4016.89","2024-08-24"
"Jehu Rudeforth","India","Eclairs","24/02/2024","$9,642.62",140,"9642.62","2024-02-24"
"Karlen McCaffrey","Canada","Raspberry Choco","09/05/2024","$773.70",217,"773.70","2024-05-09"
"Kaine Padly","Australia","70% Dark Bites","08/02/2024","$7,852.03",240,"7852.03","2024-02-08"
"Roddy Speechley","UK","70% Dark Bites","24/03/2024","$1,649.57",293,"1649.57","2024-03-24"
"Rafaelita Blaksland","USA","Drinking Coco","20/06/2024","$9,333.45",78,"9333.45","2024-06-20"
"Mallorie Waber","Canada","Manuka Honey Choco","07/03/2024","$1,540.11",117,"1540.11","2024-03-07"
"Kaine Padly","Australia","Fruit & Nut Bars","20/06/2024","$7,840.94",82,"7840.94","2024-06-20"
"Oby Sorrel","New Zealand","Organic Choco Syrup","17/02/2024","$17,102.97",267,"17102.97","2024-02-17"
"Madelene Upcott","UK","99% Dark & Pure","26/01/2024","$11,496.42",49,"11496.42","2024-01-26"
"Madelene Upcott","Australia","Mint Chip Choco","02/05/2024","$3,072.89",166,"3072.89","2024-05-02"
"Curtice Advani","Canada","99% Dark & Pure","07/07/2024","$14,990.79",7,"14990.79","2024-07-07"
"Rafaelita Blaksland","Australia","Baker's Choco Chips","22/08/2024","$3,170.18",49,"3170.18","2024-08-22"
"Karlen McCaffrey","Australia","After Nines","11/08/2024","$2,528.14",67,"2528.14","2024-08-11"
"Marney O'Breen","UK","99% Dark & Pure","13/01/2024","$8,551.60",208,"8551.60","2024-01-13"
"Gunar Cockshoot","Australia","50% Dark Bites","02/03/2024","$13,072.95",119,"13072.95","2024-03-02"
"Marney O'Breen","Australia","Choco Coated Almonds","27/07/2024","$11,987.26",41,"11987.26","2024-07-27"
"Kelci Walkden","New Zealand","Drinking Coco","10/03/2024","$18,385.44",116,"18385.44","2024-03-10"
"Beverie Moffet","USA","85% Dark Bars","23/08/2024","$14,028.40",344,"14028.40","2024-08-23"
"Roddy Speechley","USA","Eclairs","25/04/2024","$4,812.71",169,"4812.71","2024-04-25"
"Dennison Crosswaite","UK","Milk Bars","07/03/2024","$11,963.91",446,"11963.91","2024-03-07"
"Wilone O'Kielt","UK","Organic Choco Syrup","12/07/2024","$5,574.83",52,"5574.83","2024-07-12"
"Madelene Upcott","USA","Orange Choco","16/05/2024","$9,205.15",144,"9205.15","2024-05-16"
"Gunar Cockshoot","India","Smooth Sliky Salty","02/03/2024","$4,133.74",69,"4133.74","2024-03-02"
"Marney O'Breen","New Zealand","85% Dark Bars","30/05/2024","$1,312.23",164,"1312.23","2024-05-30"
"Marney O'Breen","UK","Manuka Honey Choco","10/06/2024","$11,735.75",185,"11735.75","2024-06-10"
"Brien Boise","USA","99% Dark & Pure","25/07/2024","$7,650.76",358,"7650.76","2024-07-25"
"Beverie Moffet","New Zealand","Mint Chip Choco","09/06/2024","$4,994.93",98,"4994.93","2024-06-09"
"Dennison Crosswaite","USA","Milk Bars","12/05/2024","$890.78",62,"890.78","2024-05-12"
"Gunar Cockshoot","USA","Drinking Coco","09/05/2024","$4,142.16",5,"4142.16","2024-05-09"
"Brien Boise","Canada","Manuka Honey Choco","09/08/2024","$7,308.24",178,"7308.24","2024-08-09"
"Van Tuxwell","India","Choco Coated Almonds","13/04/2024","$6,833.86",115,"6833.86","2024-04-13"
"Andria Kimpton","USA","Caramel Stuffed Bars","02/05/2024","$8,878.27",47,"8878.27","2024-05-02"
"Dotty Strutley","USA","99% Dark & Pure","09/08/2024","$4,134.93",307,"4134.93","2024-08-09"
"Camilla Castle","Australia","Raspberry Choco","23/08/2024","$6,641.89",188,"6641.89","2024-08-23"
"Gunar Cockshoot","India","Spicy Special Slims","13/05/2024","$7,117.30",174,"7117.30","2024-05-13"
"Karlen McCaffrey","USA","Manuka Honey Choco","01/02/2024","$11,815.59",68,"11815.59","2024-02-01"
"Camilla Castle","USA","50% Dark Bites","23/06/2024","$6,962.79",303,"6962.79","2024-06-23"
"Madelene Upcott","UK","Choco Coated Almonds","24/05/2024","$11,786.42",147,"11786.42","2024-05-24"
